Array,layer_thick,orientation,infill_pattern,infill_density,mwcnt,graphene,tensile_str,flexural_str
T610,0.29,On Short Edge,Grid,90,0.0,1.5,12.91,33.88
T611,0.39,On Short Edge,Grid,90,0.0,1.5,10.23,34.81
T612,0.39,On Short Edge,Grid,90,0.0,1.5,11.9,34.1
T613,0.19,On Short Edge,Honeycomb,50,0.0,1.5,3.06,21.84
T614,0.19,On Short Edge,Honeycomb,50,0.0,1.5,2.01,23.69
T615,0.29,On Short Edge,Honeycomb,50,0.0,1.5,1.89,22.78
T616,0.29,On Short Edge,Honeycomb,50,0.0,1.5,2.92,22.93
T617,0.39,On Short Edge,Honeycomb,50,0.0,1.5,4.52,26.68
T618,0.39,On Short Edge,Honeycomb,50,0.0,1.5,6.61,27.24
T619,0.19,On Short Edge,Honeycomb,70,0.0,1.5,2.68,23.9
T620,0.19,On Short Edge,Honeycomb,70,0.0,1.5,4.37,24.36
T621,0.29,On Short Edge,Honeycomb,70,0.0,1.5,6.85,25.16
T622,0.29,On Short Edge,Honeycomb,70,0.0,1.5,5.53,25.53
T623,0.39,On Short Edge,Honeycomb,70,0.0,1.5,7.14,26.63
T624,0.39,On Short Edge,Honeycomb,70,0.0,1.5,5.79,27.09
T625,0.19,On Short Edge,Honeycomb,90,0.0,1.5,4.71,28.07
T626,0.19,On Short Edge,Honeycomb,90,0.0,1.5,6.7,25.76
T627,0.29,On Short Edge,Honeycomb,90,0.0,1.5,7.05,25.96
T628,0.29,On Short Edge,Honeycomb,90,0.0,1.5,6.65,28.25
T629,0.39,On Short Edge,Honeycomb,90,0.0,1.5,9.67,30.47
T630,0.39,On Short Edge,Honeycomb,90,0.0,1.5,8.85,30.43
T631,0.19,On Short Edge,Linear,50,0.0,1.5,1.2,22.89
T632,0.19,On Short Edge,Linear,50,0.0,1.5,0.55,26.78
T633,0.29,On Short Edge,Linear,50,0.0,1.5,3.22,27.49
T634,0.29,On Short Edge,Linear,50,0.0,1.5,2.51,27.72
T635,0.39,On Short Edge,Linear,50,0.0,1.5,3.05,26.64
T636,0.39,On Short Edge,Linear,50,0.0,1.5,3.58,29.55
T637,0.19,On Short Edge,Linear,70,0.0,1.5,2.55,28.2
T638,0.19,On Short Edge,Linear,70,0.0,1.5,2.78,26.87
T639,0.29,On Short Edge,Linear,70,0.0,1.5,5.2,30.37
T640,0.29,On Short Edge,Linear,70,0.0,1.5,3.85,27.3
T641,0.39,On Short Edge,Linear,70,0.0,1.5,4.59,30.59
T642,0.39,On Short Edge,Linear,70,0.0,1.5,5.1,33.09
T643,0.19,On Short Edge,Linear,90,0.0,1.5,2.36,28.72
T644,0.19,On Short Edge,Linear,90,0.0,1.5,2.94,28.97
T645,0.29,On Short Edge,Linear,90,0.0,1.5,5.81,30.26
T646,0.29,On Short Edge,Linear,90,0.0,1.5,5.95,30.54
T647,0.39,On Short Edge,Linear,90,0.0,1.5,6.78,32.24
T648,0.39,On Short Edge,Linear,90,0.0,1.5,7.56,33.0
T649,0.19,Flat,Grid,50,0.5,0.0,24.59,33.29
T650,0.19,Flat,Grid,50,0.5,0.0,23.95,29.17
T651,0.29,Flat,Grid,50,0.5,0.0,24.16,34.94
T652,0.29,Flat,Grid,50,0.5,0.0,24.8,34.04
T653,0.39,Flat,Grid,50,0.5,0.0,26.2,36.38
T654,0.39,Flat,Grid,50,0.5,0.0,27.2,34.31
T655,0.19,Flat,Grid,70,0.5,0.0,24.58,31.77
T656,0.19,Flat,Grid,70,0.5,0.0,25.25,31.77
T657,0.29,Flat,Grid,70,0.5,0.0,26.37,36.39
T658,0.29,Flat,Grid,70,0.5,0.0,27.9,36.2
T659,0.39,Flat,Grid,70,0.5,0.0,28.89,38.07
T660,0.39,Flat,Grid,70,0.5,0.0,28.29,37.51
T661,0.19,Flat,Grid,90,0.5,0.0,26.36,37.17
T662,0.19,Flat,Grid,90,0.5,0.0,26.84,36.17
T663,0.29,Flat,Grid,90,0.5,0.0,27.71,37.35
T664,0.29,Flat,Grid,90,0.5,0.0,29.41,37.68
T665,0.39,Flat,Grid,90,0.5,0.0,30.44,39.14
T666,0.39,Flat,Grid,90,0.5,0.0,30.11,40.11
T667,0.19,Flat,Honeycomb,50,0.5,0.0,20.66,29.54
T668,0.19,Flat,Honeycomb,50,0.5,0.0,19.95,29.44
T669,0.29,Flat,Honeycomb,50,0.5,0.0,22.89,31.05
T670,0.29,Flat,Honeycomb,50,0.5,0.0,23.21,30.61
T671,0.39,Flat,Honeycomb,50,0.5,0.0,23.81,33.16
T672,0.39,Flat,Honeycomb,50,0.5,0.0,24.44,33.44
T673,0.19,Flat,Honeycomb,70,0.5,0.0,22.27,29.4
T674,0.19,Flat,Honeycomb,70,0.5,0.0,22.81,29.67
T675,0.29,Flat,Honeycomb,70,0.5,0.0,23.4,31.84
T676,0.29,Flat,Honeycomb,70,0.5,0.0,23.94,31.66
T677,0.39,Flat,Honeycomb,70,0.5,0.0,24.71,33.84
T678,0.39,Flat,Honeycomb,70,0.5,0.0,25.29,35.29
T679,0.19,Flat,Honeycomb,90,0.5,0.0,23.95,31.29
T680,0.19,Flat,Honeycomb,90,0.5,0.0,24.05,33.12
T681,0.29,Flat,Honeycomb,90,0.5,0.0,25.13,33.66
T682,0.29,Flat,Honeycomb,90,0.5,0.0,24.91,34.0
T683,0.39,Flat,Honeycomb,90,0.5,0.0,28.27,35.54
T684,0.39,Flat,Honeycomb,90,0.5,0.0,27.07,35.77
T685,0.19,Flat,Linear,50,0.5,0.0,21.39,30.8
T686,0.19,Flat,Linear,50,0.5,0.0,22.08,32.21
T687,0.29,Flat,Linear,50,0.5,0.0,23.09,34.37
T688,0.29,Flat,Linear,50,0.5,0.0,23.55,32.61
T689,0.39,Flat,Linear,50,0.5,0.0,24.95,34.79
T690,0.39,Flat,Linear,50,0.5,0.0,25.1,36.67
T691,0.19,Flat,Linear,70,0.5,0.0,23.37,33.44
T692,0.19,Flat,Linear,70,0.5,0.0,22.88,33.37
T693,0.29,Flat,Linear,70,0.5,0.0,25.06,34.83
T694,0.29,Flat,Linear,70,0.5,0.0,24.68,33.45
T695,0.39,Flat,Linear,70,0.5,0.0,26.3,36.37
T696,0.39,Flat,Linear,70,0.5,0.0,25.46,38.39
T697,0.19,Flat,Linear,90,0.5,0.0,24.77,35.14
T698,0.19,Flat,Linear,90,0.5,0.0,24.5,38.66
T699,0.29,Flat,Linear,90,0.5,0.0,26.06,37.45
T700,0.29,Flat,Linear,90,0.5,0.0,26.5,37.83
T701,0.39,Flat,Linear,90,0.5,0.0,28.18,40.07
T702,0.39,Flat,Linear,90,0.5,0.0,28.06,40.29
T703,0.19,On Long Edge,Grid,50,0.5,0.0,26.32,37.85
T704,0.19,On Long Edge,Grid,50,0.5,0.0,26.11,37.55
T705,0.29,On Long Edge,Grid,50,0.5,0.0,27.8,38.13
T706,0.29,On Long Edge,Grid,50,0.5,0.0,27.86,41.23
T707,0.39,On Long Edge,Grid,50,0.5,0.0,29.37,41.77
T708,0.39,On Long Edge,Grid,50,0.5,0.0,29.25,40.88
T709,0.19,On Long Edge,Grid,70,0.5,0.0,27.92,38.46
T710,0.19,On Long Edge,Grid,70,0.5,0.0,27.8,40.62
T711,0.29,On Long Edge,Grid,70,0.5,0.0,29.2,41.32
T712,0.29,On Long Edge,Grid,70,0.5,0.0,29.38,39.48
T713,0.39,On Long Edge,Grid,70,0.5,0.0,30.89,44.16
T714,0.39,On Long Edge,Grid,70,0.5,0.0,31.03,44.18
T715,0.19,On Long Edge,Grid,90,0.5,0.0,29.92,40.67
T716,0.19,On Long Edge,Grid,90,0.5,0.0,29.31,40.74
T717,0.29,On Long Edge,Grid,90,0.5,0.0,30.44,44.89
T718,0.29,On Long Edge,Grid,90,0.5,0.0,30.81,46.66
T719,0.39,On Long Edge,Grid,90,0.5,0.0,31.82,47.61
T720,0.39,On Long Edge,Grid,90,0.5,0.0,31.87,44.98
T721,0.19,On Long Edge,Honeycomb,50,0.5,0.0,21.62,33.97
T722,0.19,On Long Edge,Honeycomb,50,0.5,0.0,22.29,34.73
T723,0.29,On Long Edge,Honeycomb,50,0.5,0.0,23.78,35.26
T724,0.29,On Long Edge,Honeycomb,50,0.5,0.0,24.31,37.7
T725,0.39,On Long Edge,Honeycomb,50,0.5,0.0,24.94,38.92
T726,0.39,On Long Edge,Honeycomb,50,0.5,0.0,26.13,37.54
T727,0.19,On Long Edge,Honeycomb,70,0.5,0.0,24.51,35.47
T728,0.19,On Long Edge,Honeycomb,70,0.5,0.0,25.53,35.66
T729,0.29,On Long Edge,Honeycomb,70,0.5,0.0,25.65,37.42
T730,0.29,On Long Edge,Honeycomb,70,0.5,0.0,24.58,37.49
T731,0.39,On Long Edge,Honeycomb,70,0.5,0.0,27.24,41.46
T732,0.39,On Long Edge,Honeycomb,70,0.5,0.0,27.4,39.58
T733,0.19,On Long Edge,Honeycomb,90,0.5,0.0,25.64,38.15
T734,0.19,On Long Edge,Honeycomb,90,0.5,0.0,25.37,38.55
T735,0.29,On Long Edge,Honeycomb,90,0.5,0.0,28.08,39.38
T736,0.29,On Long Edge,Honeycomb,90,0.5,0.0,27.83,40.76
T737,0.39,On Long Edge,Honeycomb,90,0.5,0.0,28.92,41.91
T738,0.39,On Long Edge,Honeycomb,90,0.5,0.0,28.8,41.54
T739,0.19,On Long Edge,Linear,50,0.5,0.0,25.28,36.74
T740,0.19,On Long Edge,Linear,50,0.5,0.0,24.85,39.9
T741,0.29,On Long Edge,Linear,50,0.5,0.0,25.46,41.37
T742,0.29,On Long Edge,Linear,50,0.5,0.0,25.74,39.83
T743,0.39,On Long Edge,Linear,50,0.5,0.0,27.11,39.49
T744,0.39,On Long Edge,Linear,50,0.5,0.0,27.49,43.75
T745,0.19,On Long Edge,Linear,70,0.5,0.0,25.22,40.92
T746,0.19,On Long Edge,Linear,70,0.5,0.0,25.6,38.22
T747,0.29,On Long Edge,Linear,70,0.5,0.0,27.77,44.09
T748,0.29,On Long Edge,Linear,70,0.5,0.0,26.67,42.04
T749,0.39,On Long Edge,Linear,70,0.5,0.0,27.77,43.68
T750,0.39,On Long Edge,Linear,70,0.5,0.0,28.95,46.19
T751,0.19,On Long Edge,Linear,90,0.5,0.0,28.11,44.03
T752,0.19,On Long Edge,Linear,90,0.5,0.0,26.83,41.4
T753,0.29,On Long Edge,Linear,90,0.5,0.0,27.64,42.74
T754,0.29,On Long Edge,Linear,90,0.5,0.0,27.77,44.25
T755,0.39,On Long Edge,Linear,90,0.5,0.0,29.73,44.2
T756,0.39,On Long Edge,Linear,90,0.5,0.0,29.94,44.09
T757,0.19,On Short Edge,Grid,50,0.5,0.0,7.97,17.1
T758,0.19,On Short Edge,Grid,50,0.5,0.0,7.63,15.74
T759,0.29,On Short Edge,Grid,50,0.5,0.0,8.57,19.47
T760,0.29,On Short Edge,Grid,50,0.5,0.0,9.42,19.34
T761,0.39,On Short Edge,Grid,50,0.5,0.0,10.63,20.43
T762,0.39,On Short Edge,Grid,50,0.5,0.0,11.58,19.92
T763,0.19,On Short Edge,Grid,70,0.5,0.0,9.13,19.72
T764,0.19,On Short Edge,Grid,70,0.5,0.0,9.46,15.98
T765,0.29,On Short Edge,Grid,70,0.5,0.0,9.88,19.84
T766,0.29,On Short Edge,Grid,70,0.5,0.0,11.29,21.62
T767,0.39,On Short Edge,Grid,70,0.5,0.0,12.58,23.56
T768,0.39,On Short Edge,Grid,70,0.5,0.0,11.77,23.53
T769,0.19,On Short Edge,Grid,90,0.5,0.0,10.3,21.99
T770,0.19,On Short Edge,Grid,90,0.5,0.0,10.52,21.1
T771,0.29,On Short Edge,Grid,90,0.5,0.0,11.28,20.92
T772,0.29,On Short Edge,Grid,90,0.5,0.0,12.89,23.65
T773,0.39,On Short Edge,Grid,90,0.5,0.0,13.14,26.44
T774,0.39,On Short Edge,Grid,90,0.5,0.0,13.21,24.75
T775,0.19,On Short Edge,Honeycomb,50,0.5,0.0,4.16,11.18
T776,0.19,On Short Edge,Honeycomb,50,0.5,0.0,5.0,14.25
T777,0.29,On Short Edge,Honeycomb,50,0.5,0.0,5.99,16.06
T778,0.29,On Short Edge,Honeycomb,50,0.5,0.0,5.76,14.4
T779,0.39,On Short Edge,Honeycomb,50,0.5,0.0,7.47,14.91
T780,0.39,On Short Edge,Honeycomb,50,0.5,0.0,7.66,17.1
T781,0.19,On Short Edge,Honeycomb,70,0.5,0.0,5.81,12.28
T782,0.19,On Short Edge,Honeycomb,70,0.5,0.0,6.09,12.48
T783,0.29,On Short Edge,Honeycomb,70,0.5,0.0,6.99,16.42
T784,0.29,On Short Edge,Honeycomb,70,0.5,0.0,7.01,16.57
T785,0.39,On Short Edge,Honeycomb,70,0.5,0.0,8.79,16.35
T786,0.39,On Short Edge,Honeycomb,70,0.5,0.0,8.99,18.96
T787,0.19,On Short Edge,Honeycomb,90,0.5,0.0,7.92,15.84
T788,0.19,On Short Edge,Honeycomb,90,0.5,0.0,7.37,14.51
T789,0.29,On Short Edge,Honeycomb,90,0.5,0.0,9.91,20.04
T790,0.29,On Short Edge,Honeycomb,90,0.5,0.0,8.89,18.12
T791,0.39,On Short Edge,Honeycomb,90,0.5,0.0,8.91,21.49
T792,0.39,On Short Edge,Honeycomb,90,0.5,0.0,10.69,21.23
T793,0.19,On Short Edge,Linear,50,0.5,0.0,5.52,14.55
T794,0.19,On Short Edge,Linear,50,0.5,0.0,5.11,16.14
T795,0.29,On Short Edge,Linear,50,0.5,0.0,7.85,18.58
T796,0.29,On Short Edge,Linear,50,0.5,0.0,7.32,16.73
T797,0.39,On Short Edge,Linear,50,0.5,0.0,8.2,18.25
T798,0.39,On Short Edge,Linear,50,0.5,0.0,8.96,18.78
T799,0.19,On Short Edge,Linear,70,0.5,0.0,8.05,18.61
T800,0.19,On Short Edge,Linear,70,0.5,0.0,6.93,15.6
T801,0.29,On Short Edge,Linear,70,0.5,0.0,8.45,20.5
T802,0.29,On Short Edge,Linear,70,0.5,0.0,8.46,19.84
T803,0.39,On Short Edge,Linear,70,0.5,0.0,9.94,21.58
T804,0.39,On Short Edge,Linear,70,0.5,0.0,10.49,22.4
T805,0.19,On Short Edge,Linear,90,0.5,0.0,9.44,20.82
T806,0.19,On Short Edge,Linear,90,0.5,0.0,8.46,18.96
T807,0.29,On Short Edge,Linear,90,0.5,0.0,9.64,20.84
T808,0.29,On Short Edge,Linear,90,0.5,0.0,10.24,20.63
T809,0.39,On Short Edge,Linear,90,0.5,0.0,11.47,24.46
T810,0.39,On Short Edge,Linear,90,0.5,0.0,12.18,23.65
T811,0.19,Flat,Grid,50,1.0,0.0,23.84,36.32
T812,0.19,Flat,Grid,50,1.0,0.0,24.5,37.72
T813,0.29,Flat,Grid,50,1.0,0.0,24.95,37.36
T814,0.29,Flat,Grid,50,1.0,0.0,25.85,37.48
T815,0.39,Flat,Grid,50,1.0,0.0,28.49,37.11
T816,0.39,Flat,Grid,50,1.0,0.0,27.63,41.14
T817,0.19,Flat,Grid,70,1.0,0.0,27.0,37.38
T818,0.19,Flat,Grid,70,1.0,0.0,25.78,38.5
T819,0.29,Flat,Grid,70,1.0,0.0,27.89,40.16
T820,0.29,Flat,Grid,70,1.0,0.0,24.98,38.65
T821,0.39,Flat,Grid,70,1.0,0.0,28.64,42.88
T822,0.39,Flat,Grid,70,1.0,0.0,28.22,40.75
T823,0.19,Flat,Grid,90,1.0,0.0,27.67,38.45
T824,0.19,Flat,Grid,90,1.0,0.0,28.25,39.58
T825,0.29,Flat,Grid,90,1.0,0.0,30.63,41.28
T826,0.29,Flat,Grid,90,1.0,0.0,28.86,43.08
T827,0.39,Flat,Grid,90,1.0,0.0,30.3,45.97
T828,0.39,Flat,Grid,90,1.0,0.0,31.14,43.69
T829,0.19,Flat,Honeycomb,50,1.0,0.0,19.58,35.68
T830,0.19,Flat,Honeycomb,50,1.0,0.0,20.02,32.46
T831,0.29,Flat,Honeycomb,50,1.0,0.0,21.1,35.52
T832,0.29,Flat,Honeycomb,50,1.0,0.0,20.14,34.07
T833,0.39,Flat,Honeycomb,50,1.0,0.0,20.74,35.65
T834,0.39,Flat,Honeycomb,50,1.0,0.0,23.27,37.93
T835,0.19,Flat,Honeycomb,70,1.0,0.0,21.61,35.05
T836,0.19,Flat,Honeycomb,70,1.0,0.0,20.01,33.47
T837,0.29,Flat,Honeycomb,70,1.0,0.0,23.7,35.66
T838,0.29,Flat,Honeycomb,70,1.0,0.0,22.59,35.32
T839,0.39,Flat,Honeycomb,70,1.0,0.0,23.55,37.72
T840,0.39,Flat,Honeycomb,70,1.0,0.0,23.73,39.43
T841,0.19,Flat,Honeycomb,90,1.0,0.0,22.84,37.5
T842,0.19,Flat,Honeycomb,90,1.0,0.0,21.73,37.75
T843,0.29,Flat,Honeycomb,90,1.0,0.0,24.2,40.48
T844,0.29,Flat,Honeycomb,90,1.0,0.0,24.15,36.5
T845,0.39,Flat,Honeycomb,90,1.0,0.0,26.57,40.12
T846,0.39,Flat,Honeycomb,90,1.0,0.0,24.21,40.46
T847,0.19,Flat,Linear,50,1.0,0.0,23.47,38.99
T848,0.19,Flat,Linear,50,1.0,0.0,20.53,39.09
T849,0.29,Flat,Linear,50,1.0,0.0,24.42,42.12
T850,0.29,Flat,Linear,50,1.0,0.0,23.47,40.29
T851,0.39,Flat,Linear,50,1.0,0.0,26.61,41.01
T852,0.39,Flat,Linear,50,1.0,0.0,25.69,41.07
T853,0.19,Flat,Linear,70,1.0,0.0,24.52,37.91
T854,0.19,Flat,Linear,70,1.0,0.0,25.55,38.12
T855,0.29,Flat,Linear,70,1.0,0.0,27.08,39.2
T856,0.29,Flat,Linear,70,1.0,0.0,26.15,41.35
T857,0.39,Flat,Linear,70,1.0,0.0,27.78,44.83
T858,0.39,Flat,Linear,70,1.0,0.0,27.63,42.96
T859,0.19,Flat,Linear,90,1.0,0.0,26.14,42.87
T860,0.19,Flat,Linear,90,1.0,0.0,25.36,40.21
T861,0.29,Flat,Linear,90,1.0,0.0,26.28,46.25
T862,0.29,Flat,Linear,90,1.0,0.0,26.9,41.07
T863,0.39,Flat,Linear,90,1.0,0.0,28.67,44.75
T864,0.39,Flat,Linear,90,1.0,0.0,30.42,44.95
T865,0.19,On Long Edge,Grid,50,1.0,0.0,34.98,42.48
T866,0.19,On Long Edge,Grid,50,1.0,0.0,34.92,42.65
T867,0.29,On Long Edge,Grid,50,1.0,0.0,36.04,45.72
T868,0.29,On Long Edge,Grid,50,1.0,0.0,36.31,47.4
T869,0.39,On Long Edge,Grid,50,1.0,0.0,36.79,47.27
T870,0.39,On Long Edge,Grid,50,1.0,0.0,37.91,49.46
T871,0.19,On Long Edge,Grid,70,1.0,0.0,37.3,46.07
T872,0.19,On Long Edge,Grid,70,1.0,0.0,35.18,46.86
T873,0.29,On Long Edge,Grid,70,1.0,0.0,37.19,47.52
T874,0.29,On Long Edge,Grid,70,1.0,0.0,38.79,49.38
T875,0.39,On Long Edge,Grid,70,1.0,0.0,38.73,50.61
T876,0.39,On Long Edge,Grid,70,1.0,0.0,39.2,50.83
T877,0.19,On Long Edge,Grid,90,1.0,0.0,37.47,46.35
T878,0.19,On Long Edge,Grid,90,1.0,0.0,37.05,47.99
T879,0.29,On Long Edge,Grid,90,1.0,0.0,39.29,49.33
T880,0.29,On Long Edge,Grid,90,1.0,0.0,39.4,50.18
T881,0.39,On Long Edge,Grid,90,1.0,0.0,40.21,51.11
T882,0.39,On Long Edge,Grid,90,1.0,0.0,41.09,53.15
T883,0.19,On Long Edge,Honeycomb,50,1.0,0.0,30.39,40.97
T884,0.19,On Long Edge,Honeycomb,50,1.0,0.0,30.27,40.76
T885,0.29,On Long Edge,Honeycomb,50,1.0,0.0,30.09,41.96
T886,0.29,On Long Edge,Honeycomb,50,1.0,0.0,30.32,43.97
T887,0.39,On Long Edge,Honeycomb,50,1.0,0.0,32.82,45.85
T888,0.39,On Long Edge,Honeycomb,50,1.0,0.0,32.11,44.19
T889,0.19,On Long Edge,Honeycomb,70,1.0,0.0,31.51,41.89
T890,0.19,On Long Edge,Honeycomb,70,1.0,0.0,31.46,44.11
T891,0.29,On Long Edge,Honeycomb,70,1.0,0.0,32.1,41.08
T892,0.29,On Long Edge,Honeycomb,70,1.0,0.0,33.95,43.33
T893,0.39,On Long Edge,Honeycomb,70,1.0,0.0,35.12,47.09
T894,0.39,On Long Edge,Honeycomb,70,1.0,0.0,34.18,46.76
T895,0.19,On Long Edge,Honeycomb,90,1.0,0.0,32.03,44.4
T896,0.19,On Long Edge,Honeycomb,90,1.0,0.0,33.24,43.35
T897,0.29,On Long Edge,Honeycomb,90,1.0,0.0,34.06,46.68
T898,0.29,On Long Edge,Honeycomb,90,1.0,0.0,35.26,46.29
T899,0.39,On Long Edge,Honeycomb,90,1.0,0.0,35.53,48.12
T900,0.39,On Long Edge,Honeycomb,90,1.0,0.0,36.64,47.52
T901,0.19,On Long Edge,Linear,50,1.0,0.0,33.1,45.07
T902,0.19,On Long Edge,Linear,50,1.0,0.0,33.16,46.11
T903,0.29,On Long Edge,Linear,50,1.0,0.0,35.54,45.23
T904,0.29,On Long Edge,Linear,50,1.0,0.0,35.2,46.75
T905,0.39,On Long Edge,Linear,50,1.0,0.0,36.73,51.37
T906,0.39,On Long Edge,Linear,50,1.0,0.0,37.01,50.04
T907,0.19,On Long Edge,Linear,70,1.0,0.0,35.4,46.68
T908,0.19,On Long Edge,Linear,70,1.0,0.0,34.76,49.72
T909,0.29,On Long Edge,Linear,70,1.0,0.0,35.75,50.09
T910,0.29,On Long Edge,Linear,70,1.0,0.0,36.05,49.6
T911,0.39,On Long Edge,Linear,70,1.0,0.0,38.09,51.51
T912,0.39,On Long Edge,Linear,70,1.0,0.0,37.8,51.22
T913,0.19,On Long Edge,Linear,90,1.0,0.0,35.02,50.08
T914,0.19,On Long Edge,Linear,90,1.0,0.0,36.62,51.55
T915,0.29,On Long Edge,Linear,90,1.0,0.0,37.71,50.13
T916,0.29,On Long Edge,Linear,90,1.0,0.0,37.27,52.51
T917,0.39,On Long Edge,Linear,90,1.0,0.0,39.25,54.19
T918,0.39,On Long Edge,Linear,90,1.0,0.0,39.06,56.15
T919,0.19,On Short Edge,Grid,50,1.0,0.0,12.22,16.1
T920,0.19,On Short Edge,Grid,50,1.0,0.0,11.69,17.52
T921,0.29,On Short Edge,Grid,50,1.0,0.0,12.6,18.18
T922,0.29,On Short Edge,Grid,50,1.0,0.0,13.65,20.51
T923,0.39,On Short Edge,Grid,50,1.0,0.0,13.14,22.76
T924,0.39,On Short Edge,Grid,50,1.0,0.0,14.07,20.48
T925,0.19,On Short Edge,Grid,70,1.0,0.0,11.96,20.25
T926,0.19,On Short Edge,Grid,70,1.0,0.0,12.85,18.17
T927,0.29,On Short Edge,Grid,70,1.0,0.0,13.57,20.73
T928,0.29,On Short Edge,Grid,70,1.0,0.0,13.76,21.77
T929,0.39,On Short Edge,Grid,70,1.0,0.0,15.84,22.44
T930,0.39,On Short Edge,Grid,70,1.0,0.0,14.51,21.64
T931,0.19,On Short Edge,Grid,90,1.0,0.0,14.66,20.03
T932,0.19,On Short Edge,Grid,90,1.0,0.0,14.17,19.15
T933,0.29,On Short Edge,Grid,90,1.0,0.0,15.85,25.37
T934,0.29,On Short Edge,Grid,90,1.0,0.0,14.73,23.8
T935,0.39,On Short Edge,Grid,90,1.0,0.0,17.27,26.22
T936,0.39,On Short Edge,Grid,90,1.0,0.0,17.01,25.48
T937,0.19,On Short Edge,Honeycomb,50,1.0,0.0,6.3,13.23
T938,0.19,On Short Edge,Honeycomb,50,1.0,0.0,5.6,12.75
T939,0.29,On Short Edge,Honeycomb,50,1.0,0.0,8.24,15.98
T940,0.29,On Short Edge,Honeycomb,50,1.0,0.0,8.02,13.08
T941,0.39,On Short Edge,Honeycomb,50,1.0,0.0,8.1,17.02
T942,0.39,On Short Edge,Honeycomb,50,1.0,0.0,8.48,17.57
T943,0.19,On Short Edge,Honeycomb,70,1.0,0.0,7.48,15.78
T944,0.19,On Short Edge,Honeycomb,70,1.0,0.0,9.15,14.43
T945,0.29,On Short Edge,Honeycomb,70,1.0,0.0,9.1,17.79
T946,0.29,On Short Edge,Honeycomb,70,1.0,0.0,9.91,18.65
T947,0.39,On Short Edge,Honeycomb,70,1.0,0.0,10.81,17.71
T948,0.39,On Short Edge,Honeycomb,70,1.0,0.0,10.68,17.72
T949,0.19,On Short Edge,Honeycomb,90,1.0,0.0,9.34,15.42
T950,0.19,On Short Edge,Honeycomb,90,1.0,0.0,9.8,17.39
T951,0.29,On Short Edge,Honeycomb,90,1.0,0.0,10.77,18.54
T952,0.29,On Short Edge,Honeycomb,90,1.0,0.0,10.54,20.16
T953,0.39,On Short Edge,Honeycomb,90,1.0,0.0,13.0,20.69
T954,0.39,On Short Edge,Honeycomb,90,1.0,0.0,11.58,19.03
T955,0.19,On Short Edge,Linear,50,1.0,0.0,10.07,16.51
T956,0.19,On Short Edge,Linear,50,1.0,0.0,10.21,16.83
T957,0.29,On Short Edge,Linear,50,1.0,0.0,11.93,19.59
T958,0.29,On Short Edge,Linear,50,1.0,0.0,12.09,16.46
T959,0.39,On Short Edge,Linear,50,1.0,0.0,12.7,24.17
T960,0.39,On Short Edge,Linear,50,1.0,0.0,11.04,22.41
T961,0.19,On Short Edge,Linear,70,1.0,0.0,11.67,20.98
T962,0.19,On Short Edge,Linear,70,1.0,0.0,11.24,20.85
T963,0.29,On Short Edge,Linear,70,1.0,0.0,13.75,21.58
T964,0.29,On Short Edge,Linear,70,1.0,0.0,12.02,22.5
T965,0.39,On Short Edge,Linear,70,1.0,0.0,13.66,23.15
T966,0.39,On Short Edge,Linear,70,1.0,0.0,15.05,24.73
T967,0.19,On Short Edge,Linear,90,1.0,0.0,12.61,22.13
T968,0.19,On Short Edge,Linear,90,1.0,0.0,11.74,20.72
T969,0.29,On Short Edge,Linear,90,1.0,0.0,15.43,25.05
T970,0.29,On Short Edge,Linear,90,1.0,0.0,14.85,23.14
T971,0.39,On Short Edge,Linear,90,1.0,0.0,16.48,25.3
T972,0.39,On Short Edge,Linear,90,1.0,0.0,15.99,25.44
T973,0.19,Flat,Grid,50,1.5,0.0,22.63,34.08
T974,0.19,Flat,Grid,50,1.5,0.0,22.48,34.12
T975,0.29,Flat,Grid,50,1.5,0.0,24.03,34.98
T976,0.29,Flat,Grid,50,1.5,0.0,23.09,35.41
T977,0.39,Flat,Grid,50,1.5,0.0,26.11,38.15
T978,0.39,Flat,Grid,50,1.5,0.0,26.67,36.39
T979,0.19,Flat,Grid,70,1.5,0.0,25.01,35.17
T980,0.19,Flat,Grid,70,1.5,0.0,24.48,35.44
T981,0.29,Flat,Grid,70,1.5,0.0,25.79,36.85
T982,0.29,Flat,Grid,70,1.5,0.0,26.15,38.14
T983,0.39,Flat,Grid,70,1.5,0.0,26.88,39.51
T984,0.39,Flat,Grid,70,1.5,0.0,27.2,40.36
T985,0.19,Flat,Grid,90,1.5,0.0,26.26,38.67
T986,0.19,Flat,Grid,90,1.5,0.0,25.24,38.31
T987,0.29,Flat,Grid,90,1.5,0.0,27.59,38.97
T988,0.29,Flat,Grid,90,1.5,0.0,27.76,40.72
T989,0.39,Flat,Grid,90,1.5,0.0,29.82,42.15
T990,0.39,Flat,Grid,90,1.5,0.0,28.52,41.76
T991,0.19,Flat,Honeycomb,50,1.5,0.0,18.06,26.92
T992,0.19,Flat,Honeycomb,50,1.5,0.0,17.8,25.92
T993,0.29,Flat,Honeycomb,50,1.5,0.0,19.06,28.46
T994,0.29,Flat,Honeycomb,50,1.5,0.0,19.28,28.06
T995,0.39,Flat,Honeycomb,50,1.5,0.0,20.65,29.95
T996,0.39,Flat,Honeycomb,50,1.5,0.0,20.34,30.04
